,Title,Description,Label
81,. Restrict meeting experiences using registry keys on your company devices,"IT administrators can restrict their company devices to adhere to certain meeting experience based on their company policies. This can be done by pushing down a registry key across all your company-owned devices.Today, if a user is signed in, they adhere to their company policies no matter the device they join the meeting from. This behavior changes with the registry key installation. Going forward, if the restricted computer or device has a registry key, the experience has the most restrictive policy. For example, the device or computer restricts file transfer, but the user policy allows for this feature, if the user joins meetings using this restricted device, they can no longer file transfer in that meeting.",1
82,. Update sites with external users to Control Hub management,"You can now update the site management from Site Administration to Control Hub for sites which have users in other Orgs.Till now, users on the site who belong to external Control Hub orgs had to be deactivated before you could update a site to Control Hub managed.",1
83, Webinar template scope improvement,"You can use the improved webinar template to avoid making the same settings multiple times.Previously, the webinar template only saved the settings on the scheduling page (except registration setting and panelists). However, in this update, the webinar templates have additional settings with registration questions (including approval rules), panelists, email template, registration landing page, webinar materials, and practice session setup. If any of these fields don’t need to be saved, you can exclude them before saving.",1
84, Streaming and recordings layout is adjusted in-meeting and follows the stage layout,"In a Webex meeting, you can now dynamically adjust the recording and streaming layout within the meeting. You can also record the stage that has been synced for all participants and when a meeting host adjusts the synced stage for all participants, the recording or streaming layout will match the stage layout.This especially helps when recording classrooms where the recorded videos need to be set in a certain way, or when recording all-hands sessions where a sign language interpreter needs to be present on stage.",1
85, Post webinar survey,"Hosts can define the survey questionnaire and layout when they set up a webinar.When the webinar ends, attendees see the survey on their main browser. After their responses are submitted, hosts can download the responses in the completed webinar portal.",1
86, Streaming and recordings layout can be adjusted in-meeting and follows the stage layout,"In a Webex meeting, you can now dynamically adjust the recording and streaming layout within the meeting.",1
87, Enhanced experience when sharing a camera as content,"In this update we're improving the experience when sharing a camera as content. Now, when sharing a camera as content, it shows directly within the meeting window itself. This makes it easier to keep an eye on participant videos, panels, apps, and more!Any Files or Whiteboards that are currently being shared are stopped when choosing to share a camera. Similarly, if you are sharing a camera as content, it is stopped if a File or Whiteboard is shared.",1
88, Other language option for Simultaneous Interpretation,"Other is now included as an option when selecting languages for simultaneous interpretation. This update doesn't yet support indicating a specific custom language. The option simply states Other, which allows users to assign it to interpreters who are speaking languages that aren't part of the standard list.",1
89, Removal of Verify Rich Media Player from the Help menu,"In this update we’re removing Verify Rich Media Player from the Help menu in Webex Meetings, Webinars, Events (classic), and Training, as this option is now obsolete.",1
90, Attendee doesn't need to re-enter email or registration ID before joining a webinar,"When you join as an attendee, you won’t need to re-enter your email or registration ID before joining a webinar in the following cases:If you have a Webex account on the current site and you received a join link after the host invited you from the webinar or you registered for the webinar and are approved by the host.If you already joined or registered for a webinar meeting earlier and the user name and mail is received from the cookie.This applies to webinar with webcast view.",1
91, Webinar registration page updates after registration,"When you register for a webinar, you’ll see the following updates:If you’re approved, the you’ll see more meaningful actions, for example, join button, add the webinar to calendar, and download material.While you enter your information and click Submit, you’ll not see the Submit button while your approval is pending to avoid confusion for double registering. If your submission is approved, then you'll see the Join instead of the Submit button, and you can download webinar materials if the host has it setup.",1
92,. Webinar promotion in classic event,You'll see a webinars promotion dialogue and message bar in classic event.,1
93,. Hide non-video users on video devices,"For on on-premises registered video devices and cloud registered DX, SX, and MX series video devices, you can hide people who have disabled their video. This allows for a more engaging video experience, similar to the same capability that exists in the app.When someone without a video becomes the active speaker, they are shown with an active speaker bubble on the screen with their name. After they stop talking, the bubble disappears.People on their devices can switch this behavior using #5 on their numeric keypad interface.",1
94,. Change the paired device meeting layout from Webex app,"If you join a meeting or call from a paired Cisco room, desk devices, or mobile you can change the layout on the device just from the Webex App.",1
95,. Select and download multiple recordings,Multiple recordings are available to download from the web portal by navigating to My Recordings > Recordings in your Webex site.,1
96,. Reset Webex sessions,"This feature allows you to log yourselves out of all instances of your Webex Meetings App.Removing Webex Refresh Tokens, forces you to sign out on any Webex Meetings App instance that you are signed into.",1
97,. Separate administrator settings for Webex Assistant and the Captions & Highlights panel,"The administrator settings for enabling the Webex Assistant and enabling the Captions & Highlights panel can now be set independently. For example, administrators can disable the Captions & Highlights panel while keeping Webex Assistant enabled; in that case, the Captions & Highlights panel will not show in meetings, except when the host turns on Webex Assistant.",1
98,. Support customizable registration forms,Provide customers with the ability to answer customizable registration questions using the API for both Meetings and Webinars.,1
99,. Administrator's ability to retrieve recordings of all users per site,We now provide the ability for administrators and compliance officers to retrieve all recordings for a site. This is possible using the new /admin/recordings endpoint. With this feature we further strengthen the security and compliance of our platform.,1
100,. Custom registration questions for Webinars and Meetings,"Currently, if you are using Meetings API, you can choose what registration questions are required to be answered for an attendee to register for meeting or a webinar. These registration questions can be chosen out of the standard list of registration questions provided by Webex. In this update, the APIs are enhanced, to allow you to retrieve list of custom questions that are created on Webex sites as well as choose which of these custom created questions are required for registration when scheduling a meeting or a webinar.",1
101,. Webex Scheduler now supports GCC and GCC High environments,"The Webex Scheduler now supports Government Community Cloud (GCC) and GCC High users to schedule, edit, and delete Webex meeting on Outlook. To apply this feature, site administrators need to choose either GCC or GCC High based on the Microsoft account in their organization, and authorize the administrators to consent to Webex.This feature is only enabled for Webex for Government.",1
102," New virtual backgrounds, both static and animated

Webex is updating its default library of virtual backgrounds. In addition to the most frequently used, we added a few new backgrounds, including two animated ones. Users can still upload their own as desired.",Animated virtual backgrounds are not available when starting or joining a meeting from Webex App.,1
103, Webinar materials support,"Hosts can upload webinar materials such as Microsoft PowerPoint presentations, PDF, Microsoft Word documents, JPG, and PNG files in the webinar information page. Attendees can download material in the webinar information page.When you schedule a webinar, you see separate tabs for panelists, attendees, and hosts, making it easy to copy content and send it to your respective audience.",1
104, Polling support in webinar,"In addition to polls using Slido, you can now start polls in webinars from the Polling panel, similar to Webex Meetings. Use polls to engage your participants, even if Slido is not available in your webinar.To pre-configure the polling questions the host can start any webinar to create questions and save the polling file in .atp format. During the webinar, the host can quickly add the questions by uploading the previously saved file.",1
105, Background PiP (picture-in-picture) support for iPad users,"The Webex Meetings mobile app now supports background PiP (picture-in-picture) for iPad users.PiP support shrinks the whole meeting window to a small rectangular window that appears over your iPad home screen and even over other apps.For example, iPad users can browse their emails or web browser while on their iPad watching a meeting window outside the Meetings app. This is done using the picture-in-picture window that is positioned in one corner of the screen.",1
106, Meetings VDI to extend maximum video ports from 3x3 to 5x5 in grid view,"Webex Meetings VDI to extend the maximum video ports from 3x3 to 5x5 in grid view mode. Your administrator controls the maximum video ports from Webex Control Hub.To enable the feature, add the following registry key and value to the HVD registry (not thin client):Registry path: Computer\HKEY_LOCAL_MACHINE\SOFTWARE\Policies\CiscoWebexKey Name: WebexVDIUnlimitVideoPortPolicyType: DWORDValue: 1",1
107, Allow host and cohost to change registration form,"Hosts and cohosts can change the registration form - registrant number, registration ID, and approval rules option even after someone has registered for the webinar.",1
108, Maximum number of webinar registrants and attendees,"In this update, users who have the 10,000, 25,000, 50,000, and 100,000 license plans can accept registration more than their current license allows. They now can accept 20 percent more of their maximum attendee numbers. For example, if their license is 10,000, they can accept up to 12,000 registrations.Users with 1,000, 3,000, and 5,000-license plans remain the same, with a maximum registration of 10,000.",1
109, New location for opened embedded apps,"When a user wants to reopen an embedded app, they can open the Apps panel and find the app at the top of the In Meeting list. Previously, it was in the More (...) menu.",1
110, Shared Timer app for Webex Meetings and Webex Webinars,"Keep people on track using the new Shared Timer app. Hosts and participants can view and interact with a countdown timer during team collaboration or group activities, helping things to stay on schedule. The meeting host can launch the Shared Timer from the Apps panel, set a timer and share it with other meeting participants. Participants can start, pause, and add more time if the host allows.Administrators enable apps using Webex Control Hub.",1
111,. Google Workspace add-on user interface improvements,Google Workspace add-on users can toggle between Personal Room and one-time meeting links directly from the meeting settings panel. Default settings are used when a user chooses Webex meeting from the Add video conferencing option menu.,1
112,. Real-time transcription for 13 spoken languages,"Previously, only English transcription was supported. Now, the host can select transcription for the meeting and webinar in 13 spoken languages, including English (existing), Chinese Mandarin (Simplified and Traditional), Dutch, French, German, Hindi, Italian, Japanese, Korean, Polish, Portuguese, and Spanish. This feature is part of the real-time translation SKU, so the captions for these languages can also be translated to 100+ other languages. With this feature, users can easily communicate in their own language to be more effective, and experience more inclusive, accessible, and engaging meetings across the globe.",1
113,. Raise hand button has moved to control bar,We’re moving the Raise hand icon out from the Reactions menu to the control bar. This makes it easier to find and faster to use.,1
114,. Automatically hide self-view when video is off,"Now, your self-view will automatically be hidden if you turn off your video. This gives you more screen real-estate to focus on the people you're meeting with.",1
115,. Enable Sync my Stage for everyone,"Hosts and cohosts can now sync their exact layout of stage for attendees. Previously, when the host or cohost adjusted the size of the window and then selected Sync my stage, the stage content was synced to the attendees, but the window sizes were not synced. In this update, hosts and cohosts can sync the adjusted size of the content to the attendees and the attendees view is the same as the host’s and cohost's view.",1
116,. End webcast after all content is displayed,"When the webcast stops, attendees continue to see the content until all the content is displayed.This feature is not available for Webex for Government.",1
117,. Web app: Annotation support,"Webex Meetings web app users can now annotate on top of shared content, when the presenter is sharing from the desktop app or the mobile app.",1
118,. Anonymize meeting attendee display names (beta – enabled by request),"When enabled, hosts can use of the Keep attendee names private option in the scheduler. This setting assigns an anonymous display name (Participant 1, Participant 2, and so on) to attendees as they join. Attendees can’t see each other’s real names. Only the host or cohost has access to an attendee’s real name.This feature is intended for meetings where privacy (anonymity) is required between attendees. For example:Holding a meeting with competing vendorsSupport groupsConsultationsHosts can request access to these settings.Beta Limitations:Video devices don’t support anonymized display names, and therefore if a user joins from a video device, they can see attendees' real names.The calendar tool doesn’t support anonymized names. While invitee names are hidden on the meeting detail page, any users currently using the calendar tool see invitees' real names.",1
119,. Filter for Slido events in Webex panel,"In case you missed the updates that came in December, Slido organization owners and administrators can now filter only their Slido events by clicking the filter icon in the Webex sidebar. The default My own option includes their Slido events, and the All option includes Slido events of all users under the organization.",1
120,. Cohosts and panelists can request access to co-administer Slido directly from the Webex sidebar,"In case you missed the updates that came in January, if the host added Slido to the Webex Meeting or webinar, cohosts and panelists can request access to the Slido administration panel directly in Webex. Therefore, the host doesn’t have to necessarily invite them as collaborators beforehand using slido.com > Settings > Share access.",1
121,. No more inappropriate emojis in Q&A and Word-cloud,"The profanity filter for Q&A has been announced earlier, and it is now added to the word-cloud poll.",1
122, Speaker labeling and closed captions feed update,"Speaker labels are added in the closed captioning box to further enhance live transcript readability. The closed captions feed behavior is also updated. More lines and up to two final utterances can be shown at once, depending on font size. Previous lines stay on screen, until new spoken lines push the script up.",1
123,Introducing people focus (Beta),"In this update we're excited to introduce a new way to view Grid View, that maximizes screen space by using Artificial Intelligence to dynamically crop videos to focus on the individual, rather than their surroundings.You’ll get a better face-to-face experience and feel more connected, regardless of how they’re positioned in front of their camera. People focus can be turned on from the Layout menu when in Grid View and can be turned off at any time. Give it a try!",1
124," Q&A, chat, and polling report for webinars","Hosts can download the in-webinar activity report for Q&A, chat, and polling for completed webinars. If Q&A or polling is done using Slido, hosts can find that information in Slido's report. This option is only available for recorded webinars. Webinars in webcast view also supports Q&A, chat, and polling.",1
125, Webinars to support breakout sessions,"When the host schedules a webinar, they can preassign panelists to different breakout sessions. Attendees can't be preassigned but they can join breakout sessions by clicking the join link. Hosts can create up to 100 breakout sessions. Each breakout session can host up to 1000 attendees.",1
126," Optimize your meetings, webinars, and events for all voices","In meetings, webinars, and events, you can filter out all background noises and enhance the voices of all users picked up by the microphone. The voice of the users that are farther away from the microphone are amplified to sound like they are much closer. This is done to create a better and more engaging experience during your meetings and events.This feature is only available when you use Use computer audio only.You can optimize your audio to prioritize speech before or after you join a meeting or webinar, by doing the following:Click Audio options, click the drop-down arrow under Webex smart audio, and select Optimize for all voices.Click Audio options, click Audio settings, and select Optimize for all voices.Once you've selected a Webex smart audio option, the option you selected is set as the default option for your future meetings and events on your site.",1
127, Display speaker name in close caption feed,"In order to enhance the clarity for people who are deaf or hard of hearing, we need to provide them with an option to display speaker labeling within the closed caption feed.",1
128, Simultaneous interpretation volume balance adjustment,"The volume balance in the simultaneous interpretation feature now shows interpreter on the right side instead of the left, so to hear the interpreter at a higher volume, users can slide the balance to the right.",1
129, Optimize audio for your voice,"Similar to desktop, Webex Meetings mobile app users can now enhance their meeting experience using Optimize for My Voice option. You can now suppress all background talkers and noise to allow others to hear you better, by selecting the option to Optimize for My Voice during a meeting by clicking More > Webex Smart Audio. Users can set their preference prior to a meeting by accessing Audio and Video menu in the app setting under the Webex Smart Audio section. The default option is Noise Removal that is enabled (previously, called Remove Background Noise).",1
130, Email notification to users when their meeting recordings are deleted or reassigned,"IT administrators can make changes to meeting recordings such as reassigning to a new owner or deleting the recording file based on compliance regulations. In this update, we provide a setting at the site level for the IT administrators to notify the user when such actions take place.Users in the following scenarios receive an email notification when this setting is enabled:When the recordings are older than the retention period and they get moved to trash.Site administrators reassigns the recordings to another user.Site administrators moves the recording to trash, deletes, or restores it.",1
131,. Polling support in webinar (Webex for Government updates),"In addition to polls using Slido, you can now start polls in webinars from the Polling panel, similar to Webex Meetings. Use polls to engage your participants, even if Slido is not available in your webinar.To pre-configure the polling questions the host can start any webinar to create questions and save the polling file in .atp format. During the webinar, the host can quickly add the questions by uploading the previously saved file.",1
132,". Easy to use audio mute state management, recording controls, lock state, and raise hands available on Webex on-premises devices","It’s now possible to accurately reflect the mute status in the meeting participant list for Webex on-premises registered video devices. Previously, when they muted or unmuted themselves, this wouldnt show up in the participant list.When the host requests the video device user to unmute, there will not be any visual indications on the video device any more. However, the host can alway verbally ask the user to unmute themselves.In addition, when the host turns on or off the ability for participants to unmute themselves, users on video devices then see appropriate messages rendered on their video device.When a meeting is setup in the moderated unmute mode, hosts on the Webex App can continue to mute and unmute video device users directly from the app.As a host on a Webex on-premises registered video device, you can now record meetings using controls on the device interface instead of using DTMF controls, see direct device messages indicating the lock status of a meeting, and can now raise and lower your hand in a meeting using controls on the device interface instead of using DTMF controls.With the first tap on the recording control a new recording is started. Tapping on the recording button again stops the current recording.In addition, all users on Webex on-premises registered video devices see a recording icon shown on the edge of the screen. When the recording stops, the icon is removed.When a meeting is locked, there’s a key icon shown on the edge of the screen to indicate that the meeting is locked. When the meeting is unlocked, the key icon is removed.When someone else raises their hand, you see a hand icon displayed on the edge of the screen. When all hands have been lowered by the host, the icon is removed from the screen.",1
133,. Closed Captions,"All meeting participants will automatically have closed captions and can turn them on in one click. A captions panel is available when the closed captions feature is turned on. Currently, closed captions will only show English transcription.",1
134,. Recording Transcripts,"You can enable the automatic transcription of the audio for all recorded Cisco Webex meetings and events or you can enable the feature for specific users only. The transcripts appear during recording playback. Users can search for text in the transcript to verify what was said, and when. The transcripts are available in English and only support transcribing the English Audio.",1
135, Improved toolbar for shared content,"We’ve made interacting with shared content easier by moving the tools (from a fade-out side bar) into a dedicated toolbar above the stage so you can access it at any time.You can now see who's sharing content, zoom in or out, open the annotation tools, and more–without blocking your view of what's being shared.",1
136, Move Webex Meetings from your desktop to mobile app using a QR code,We are introducing the Move Meeting to Mobile feature where users can scan the QR code using their mobile camera and move their meeting to Webex Meetings mobile app without disrupting or disconnecting the meeting.,1
137, Redirect attendee to a URL address after a meeting or webinar,"Host can enter a URL address when they set up the meeting or webinar. Attendees can now be forwarded to a landing page after a meeting or webinar ends. This is a way to direct your audience to a survey, invite to next meeting or webinar, a thank you page, or information on event sponsors. This provides the opportunity to keep the attendee engagement going even after the meeting or webinar has ended.This ability doesn’t apply to webinars with webcast view for attendees.For security reasons, the domains approved by administrator can be saved here. You can work with your administrator to ensure the domains you need are approved. Otherwise, you'll see an error message when you enter the URL and the URL won’t be saved in your meeting or webinar information page.Administration experienceAs site administrators, for security reasons, make sure that you provide a list of domains so that the users can save the URLs containing the domains. Without the approved domains, the users won't be able to save any URL due to security considerations. For example, here are a few domain types for your consideration, survey domains (qualtrics.com, surveymonkey.com, typeform.com, to name a few), and your company's domain(s).Site AdministrationGo to Site Administration > Common Site Settings.In the Allow the following URL domain names enter the domain names.The URL containing the domains are considered approved so that the users can save them.",1
138, New option for high fidelity content sharing,"Optimize for 3D is a new sharing optimization that is available to customers upon request to your Customer Success Manager. This feature uses additional bandwidth to reduce color artifacts when sharing high fidelity 3D models. The increased quality can aid in real-time collaboration for other types of content including Computer Aided Design and Medical Imaging.This feature is only supported for Webex Meetings (Windows and Mac) desktop app.If any other apps or devices join the meeting, the quality is reduced for all participants to normal levels. The quality is also reduced to normal levels if the meeting is recorded.Once enabled, the Optimize for 3D option appears in the drop-down selection on the Share Content dialog. This optimization is not used when Automatically Optimize is selected.This feature is turned on by request only.",1
139, Ability to share application windows instead of the whole desktop,"This feature optimizes the Webex Meetings content sharing experience while sharing an application. Previously, when the user shared applications it would share the entire screen and mask areas outside of the application window. With this update, the receiving user sees the individual windows of the shared application and not the entire masked desktop screen.",1
140, A new Share tab added to Meeting Settings,"In this update we’ve added a new Share tab to the Meeting Settings dialog. This is the new location for all relevant share-based preferences. One new setting is added for the Optimization for shared content. Currently, the Webex Meetings desktop app defaults to Automatically Optimize each time you share. Updating this preference allows you to control the default optimization that appears when the share dialog is opened.This feature is to unify fragmented sharing settings into the unified preference to align with the Webex App. It offers a new setting under sharing section to configure the by-default sharing type. This setting could be entered using the new setting icon on the sharing dialog.",1
141, Slido open-text polls,"A few visual and functional improvements are coming in March/April. As a presenter, you’ll be able to control the flow of incoming open-text responses more seamlessly. Also, we’re adding the option to display respondents’ names attached to their open-text answers. Respondents can decide if they want to submit their name or not, and the Slido administrator can decide if they want to allow the names when setting up the poll.",1
142, New name label style for meetings and devices,"We've made some small, but effective changes to the style of the name labels in the video windows. So that they don't cover up as much, particularly in smaller window sizes. Name label styles are being updated to better align better with the rest of the Webex portfolio for users joining from video devices.This visual update applies to on-premises registered video devices, older cloud video devices including SX, MX and DX series video devices, as well as meeting recording and streaming.",1
143, Collaboration restrictions for your company users joining meetings from a Chrome browser,"IT administrators can apply all e-compliance controls using templates in Control Hub at user, group, and org level for joining meetings from the Chrome browser.IT administrators can add the token to the new Chrome extension, then push the extension to all devices in the organization. All the compliance controls that are applicable to the user joining both internal and external meetings using the Webex Meetings desktop app are now applicable when they join meetings from the Chrome browser as well.",1
144,. The administrator can search and delete the obsolete meetings on Control Hub,"A host may schedule meetings but for some reason, can’t delete the meetings by themselves. For example, if the host leaves the company, then the administrator should have an ability to find the meetings and delete them. On Control Hub, the administrator can search for the scheduled meetings per the host user's name or meeting number, and then delete them.",1
145,. Remove bot installation from 1:1 conversation,"Schedule meetings from the Webex messaging extension in channels, group chats, or private chats without having to install the Webex bot. When you schedule a meeting, the meeting information appears in the conversation or chat message for others to join from.",1
146,. Meetings Quality APIs (Webex for Government updates),Meetings Qualities API allows an administrator to pull detailed quality and troubleshooting information about a meeting (both recently occurred and currently occurring). This powerful API allows customers to create their own supportability tools and integration for their organization.,1
147, Webex Meetings Apple CarPlay UX improvement,Webex Meetings users can view their upcoming meetings after connecting their iPhone to Apple CarPlay dashboard and can join the meeting with one click.,1
148," Share, Mute, and Unmute in Webex Meetings directly from your task bar in Windows 11","With Windows 11, Webex Meetings now allows you to share applications directly from the task bar. This also includes the Mute and Unmute from taskbar. Hover over the application in the task bar and a pop-up appears with the option to share the application in Webex.",1
149, Immersive share on video devices,"Users on on-premises registered video devices such as cloud DX, SX, and MX, can now see presenters in front of shared content.",1
150, Attendees can hear music during a practice session in a Webinar,"The host can upload a music file in the scheduling process, when the practice session starts, this music file play by default for the attendees. Attendees can mute the music as needed.",1
151, Audio & Video statistics moved into Meeting settings,"In the desktop app for Meetings and Webinars, we’ve consolidated the Audio & Video Statistics into Meeting settings. These settings can be found in the Statistics tab.",1
152, Practice session - add text message in a Webinar,"The host can now edit the message that attendees see when practice session is in progress.Hosts can customize the message content and location in the scheduling process. When the practice session starts, this message is shown to the attendees.",1
153," Webex now supports right-to-left languages, including Hebrew and Arabic","Currently, Webex doesn’t supports languages that are read right-to-left (RTL). In this update, we’re adding support for RTL languages, starting with Arabic and Hebrew.",1
154, Webinar attendance report includes email address,"After a webinar ends, the attendance report from webinars with webcast view also contain the attendees' email address column, making it easy to accurately identify who the attendees are, and join with other report.",1
155, Virtual background support for GIF and MP4 animation,"Similar to desktop and iOS, Android now supports MP4 virtual background. GIF is currently not support for Android.",1
156,. Innovate to audit more administrative activities in Control Hub admin audit log,"We’ve innovated the legacy site administration configuration and moved site administration options to Control Hub. The administrator can go to administration activities in Control Hub to audit these activities. In this update, it covers all options relevant to Webex Meetings and Webinars in Control Hub managed sites.",1
157,. Option to disable all post-meeting emails,"The existing site administration setting for Send notification email now controls the email notification flow for both recording-generated emails as well as other post-meeting content emails (highlights and meeting transcript). With this setting, all post-meeting emails can be enabled or disabled using a single toggle.",1
158,. Compliance feature for IT administration to block use of VoIP in meetings for their regulated users,"This compliance feature allows IT administrators to block their company users from using VoIP to join meetings. The IT administrators can choose a particular user, group of users, and organization level external meeting setting for whom these settings would apply. This new setting is a part of the Control Hub settings template.",1
159,. Site administrators can set if webinars need to have numeric password for users joining using a phone,"Webex webinars now allows the site administrators to configure, if the dial-in users need to enter a numeric password ID, in addition to the mandatory access code. Previously, it enforced dial-in in users to enter both numeric password and access code. Going forward the numeric password is configurable by the site administrators.",1
160, Grid view support for up to 81 videos,"Grid view in Meetings, Webinars, and Events (classic) can now support up to 81 simultaneous videos per page! This gives you the ability to see even more thumbnail videos in large meetings.You can set your preferred maximum numbers of videos to show in grid view in the Meetings settings.The actual number of videos may be limited by your screen resolution or window size.",1
161, Support webinar series,Webinar series brings a simple registration experience where registrants can select and register for multiple webinars at once.Webinar series owners can add webinars to a series. They can invite their team to a series as contributors. Contributors can also add their webinars to a series and manage the series. All webinars in the series will use the same registration form. The webinar owners manage registration approval for the webinars that they own.,1
162, Allow Embedded Apps to be opened in stage view,"Third-party apps opened in Webex Meetings can now be opened in stage, not just in the Apps panel. Some apps are better used in full screen so now users can open those apps in stage view.",1
163, Update to the error message during meeting start or join,"To ensure you have a good support experience when faced with join meeting issues, we are adding a few more details to the error message dialogs shown to the user. With the next update, you can see a meaningful high level description of the error a user has run into. A meeting details component contains any other details surrounding the error including the error code. You also have the option to Send Problem Report to Cisco for the issue. You can share these details including the error code when logging a TAC case.",1
164, Share content window can be resized,You can now scale the Share content window to make it bigger. This makes it easier to see more of the windows you have open without having to scroll.,1
165, Media quality indicator center update,Mobile users can now view their network quality status in the indicator center during a meeting.,1
166, IT Administrators can enable Embedded Apps for a group of users,"IT administrators can now enable the embedded apps for a group of users. To enable the app to a group of users, login to Control Hub, navigate to the Apps > Embedded Apps. Then choose an app and enable it for the selected groups.This capability requires that the Control Hub feature toggle be enabled. The Control Hub feature toggle will be available by mid-June.",1
167, Identify if you are connected to a Webex for Government meeting,Participants connecting to a meeting hosted by Webex for Government can now easily tell what meeting platform they are connected to.,1
